sol_id	replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	used_in
1	GCF_000005845	GCF_000005845_000970	T4P_pilC	97	TFF-SF/T4P	GCF_000005845_T4P_63	3	0.556	7.8	1	T4P_pilC	mandatory	400	2.1999999999999993e-105	353.1	0.991	0.83	62	393	
1	GCF_000005845	GCF_000005845_000980	T4P_pilB	98	TFF-SF/T4P	GCF_000005845_T4P_63	3	0.556	7.8	1	T4P_pilB	mandatory	461	8.899999999999998e-152	506.1	0.948	0.85	62	453	
1	GCF_000005845	GCF_000005845_000990	T4P_pilA	99	TFF-SF/T4P	GCF_000005845_T4P_63	3	0.556	7.8	1	T4P_pilA	accessory	146	1.1000000000000002e-19	71.2	0.8590000000000001	0.473	5	73	
1	GCF_000005845	GCF_000005845_025680	T4P_pilW	2568	TFF-SF/T4P	GCF_000005845_T4P_63	3	0.556	7.8	1	T4P_pilW	accessory	187	3.3e-08	34.5	0.625	0.401	6	80	
1	GCF_000005845	GCF_000005845_025690	T4P_fimT	2569	TFF-SF/T4P	GCF_000005845_T4P_63	3	0.556	7.8	1	T4P_fimT	accessory	156	2.5e-06	28.5	0.9390000000000001	0.397	5	66	
1	GCF_000005845	GCF_000005845_026740	T4P_pilT	2674	TFF-SF/T4P	GCF_000005845_T4P_63	3	0.556	7.8	1	T4P_pilT	mandatory	326	1.0999999999999997e-117	393.6	0.9440000000000001	0.9790000000000001	3	321	
1	GCF_000005845	GCF_000005845_026930	T2SS_gspO	2693	TFF-SF/T4P	GCF_000005845_T4P_63	3	0.556	7.8	1	T4P_pilD	mandatory	269	1.2999999999999998e-87	294.0	1.0	0.8590000000000001	30	260	GCF_000005845_T2SS_5
1	GCF_000005845	GCF_000005845_030590	T4P_pilQ	3059	TFF-SF/T4P	GCF_000005845_T4P_63	3	0.556	7.8	1	T4P_pilQ	mandatory	412	5.899999999999999e-51	173.1	0.919	0.408	244	411	
1	GCF_000005845	GCF_000005845_030620	T4P_pilN	3062	TFF-SF/T4P	GCF_000005845_T4P_63	3	0.556	7.8	1	T4P_pilN	mandatory	179	3.8e-09	37.5	0.986	0.765	5	141	
1	GCF_000005845	GCF_000005845_030630	T4P_pilM	3063	TFF-SF/T4P	GCF_000005845_T4P_63	3	0.556	7.8	1	T4P_pilM	accessory	259	1.1e-09	39.3	0.988	0.598	8	162	
1	GCF_000005845	GCF_000005845_029970	T2SS_gspC	2997	TFF-SF/T2SS	GCF_000005845_T2SS_4	1	0.857	9.0	1	T2SS_gspC	mandatory	271	2.3e-19	70.4	0.897	0.358	47	143	
1	GCF_000005845	GCF_000005845_029980	T2SS_gspD	2998	TFF-SF/T2SS	GCF_000005845_T2SS_4	1	0.857	9.0	1	T2SS_gspD	mandatory	650	1.9999999999999997e-72	243.1	0.995	0.28300000000000003	427	610	
1	GCF_000005845	GCF_000005845_029990	T2SS_gspE	2999	TFF-SF/T2SS	GCF_000005845_T2SS_4	1	0.857	9.0	1	T2SS_gspE	mandatory	493	3.9999999999999983e-196	652.3	0.995	0.85	65	483	
1	GCF_000005845	GCF_000005845_030000	T2SS_gspF	3000	TFF-SF/T2SS	GCF_000005845_T2SS_4	1	0.857	9.0	1	T2SS_gspF	mandatory	398	9.899999999999999e-131	436.4	0.997	0.8390000000000001	61	394	
1	GCF_000005845	GCF_000005845_030010	T2SS_gspG	3001	TFF-SF/T2SS	GCF_000005845_T2SS_4	1	0.857	9.0	1	T2SS_gspG	mandatory	145	5.5e-39	133.0	1.0	0.607	8	95	
1	GCF_000005845	GCF_000005845_030020	T2SS_gspH	3002	TFF-SF/T2SS	GCF_000005845_T2SS_4	1	0.857	9.0	1	T2SS_gspH	accessory	169	7.2e-24	84.8	1.0	0.396	5	71	
1	GCF_000005845	GCF_000005845_030030	T2SS_gspI	3003	TFF-SF/T2SS	GCF_000005845_T2SS_4	1	0.857	9.0	1	T2SS_gspI	accessory	125	4.0000000000000004e-20	72.8	0.982	0.44	5	59	
1	GCF_000005845	GCF_000005845_030040	T2SS_gspJ	3004	TFF-SF/T2SS	GCF_000005845_T2SS_4	1	0.857	9.0	1	T2SS_gspJ	accessory	195	4.8e-22	78.9	0.978	0.441	6	91	
1	GCF_000005845	GCF_000005845_030050	T2SS_gspK	3005	TFF-SF/T2SS	GCF_000005845_T2SS_4	1	0.857	9.0	1	T2SS_gspK	accessory	327	1e-16	61.5	1.0	0.18	6	64	
1	GCF_000005845	GCF_000005845_030060	T2SS_gspL	3006	TFF-SF/T2SS	GCF_000005845_T2SS_4	1	0.857	9.0	1	T2SS_gspL	accessory	387	1.4999999999999998e-37	129.3	1.0	0.35100000000000003	6	141	
1	GCF_000005845	GCF_000005845_030070	T2SS_gspM	3007	TFF-SF/T2SS	GCF_000005845_T2SS_4	1	0.857	9.0	1	T2SS_gspM	accessory	153	2.8e-29	102.9	0.985	0.804	13	135	
